datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered
2011-02-10 06:00:00,1,0,1,2,4.92,6.06,54,19.0012,0,26
2011-02-10 07:00:00,1,0,1,1,4.1,3.79,50,27.9993,0,99
2011-02-10 08:00:00,1,0,1,1,4.1,3.79,49,22.0028,5,173
2011-02-10 09:00:00,1,0,1,1,4.92,5.305,42,23.9994,1,121
2011-02-10 10:00:00,1,0,1,1,4.92,5.305,42,19.9995,1,34
2011-02-10 11:00:00,1,0,1,1,5.74,6.06,39,23.9994,1,44
2011-02-10 12:00:00,1,0,1,1,6.56,6.82,34,26.0027,4,65
2011-02-10 13:00:00,1,0,1,1,7.38,8.335,29,19.9995,3,59
2011-02-10 14:00:00,1,0,1,1,8.2,9.09,27,19.0012,6,42
2011-02-10 15:00:00,1,0,1,1,8.2,9.85,25,16.9979,0,50
2011-02-10 16:00:00,1,0,1,1,8.2,9.09,27,19.9995,4,76
2011-02-10 17:00:00,1,0,1,1,7.38,9.09,26,12.998,6,159
2011-02-10 18:00:00,1,0,1,1,6.56,9.09,28,8.9981,3,157
2011-02-10 19:00:00,1,0,1,1,5.74,8.335,28,7.0015,2,110
2011-02-10 20:00:00,1,0,1,1,5.74,9.09,31,6.0032,4,93
2011-02-10 21:00:00,1,0,1,1,5.74,10.605,39,0.0,2,70
2011-02-10 22:00:00,1,0,1,1,4.92,9.85,39,0.0,4,47
2011-02-10 23:00:00,1,0,1,1,4.92,7.575,42,7.0015,1,33
2011-02-11 00:00:00,1,0,1,1,4.1,6.82,49,7.0015,2,12
2011-02-11 01:00:00,1,0,1,1,4.1,6.82,54,6.0032,1,6
2011-02-11 02:00:00,1,0,1,1,4.1,6.82,54,6.0032,0,3
2011-02-11 05:00:00,1,0,1,1,3.28,6.06,63,6.0032,0,4
2011-02-11 06:00:00,1,0,1,1,4.1,9.09,68,0.0,1,23
2011-02-11 07:00:00,1,0,1,1,3.28,8.335,73,0.0,1,73
2011-02-11 08:00:00,1,0,1,1,4.1,6.06,74,11.0014,4,212
2011-02-11 09:00:00,1,0,1,1,4.92,6.06,74,15.0013,8,132
2011-02-11 10:00:00,1,0,1,1,5.74,6.82,69,12.998,5,39
2011-02-11 11:00:00,1,0,1,1,9.02,11.365,47,8.9981,12,52
2011-02-11 12:00:00,1,0,1,1,9.02,11.365,47,8.9981,7,64
2011-02-11 13:00:00,1,0,1,1,9.84,11.365,35,12.998,21,89
2011-02-11 14:00:00,1,0,1,1,12.3,14.395,26,16.9979,17,67
2011-02-11 15:00:00,1,0,1,1,13.12,15.91,21,11.0014,12,62
2011-02-11 16:00:00,1,0,1,1,12.3,14.395,28,12.998,14,111
2011-02-11 17:00:00,1,0,1,1,12.3,16.665,24,0.0,18,193
2011-02-11 18:00:00,1,0,1,1,11.48,15.91,28,0.0,9,165
2011-02-11 19:00:00,1,0,1,1,10.66,15.15,33,0.0,7,94
2011-02-11 20:00:00,1,0,1,1,9.02,11.365,55,8.9981,2,61
2011-02-11 21:00:00,1,0,1,1,8.2,10.605,59,8.9981,1,46
2011-02-11 22:00:00,1,0,1,1,8.2,11.365,64,6.0032,2,41
2011-02-11 23:00:00,1,0,1,1,7.38,12.12,69,0.0,5,48
2011-02-12 00:00:00,1,0,0,1,6.56,9.85,69,6.0032,3,27
2011-02-12 01:00:00,1,0,0,1,5.74,10.605,86,0.0,2,22
2011-02-12 02:00:00,1,0,0,1,5.74,10.605,80,0.0,2,13
2011-02-12 03:00:00,1,0,0,1,4.92,9.85,80,0.0,3,7
2011-02-12 04:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,4
2011-02-12 05:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,1
2011-02-12 06:00:00,1,0,0,1,4.92,6.82,93,12.998,1,1
2011-02-12 07:00:00,1,0,0,1,4.92,7.575,80,7.0015,2,9
2011-02-12 08:00:00,1,0,0,1,5.74,7.575,86,8.9981,2,28
2011-02-12 09:00:00,1,0,0,1,6.56,9.09,64,8.9981,5,38
2011-02-12 10:00:00,1,0,0,1,9.02,10.605,41,16.9979,13,71
2011-02-12 11:00:00,1,0,0,1,12.3,13.635,28,22.0028,30,84
2011-02-12 12:00:00,1,0,0,1,12.3,13.635,39,31.0009,27,93
2011-02-12 13:00:00,1,0,0,1,12.3,13.635,39,27.9993,32,103
2011-02-12 14:00:00,1,0,0,1,13.94,15.91,31,19.0012,30,90
2011-02-12 15:00:00,1,0,0,1,13.94,15.15,29,27.9993,47,127
2011-02-12 16:00:00,1,0,0,1,13.94,15.15,29,27.9993,42,103
2011-02-12 17:00:00,1,0,0,1,13.12,14.395,31,35.0008,24,113
2011-02-12 18:00:00,1,0,0,1,11.48,12.88,38,22.0028,4,60
2011-02-12 19:00:00,1,0,0,1,11.48,13.635,38,11.0014,2,39
2011-02-12 20:00:00,1,0,0,1,10.66,12.88,41,15.0013,1,39
2011-02-12 21:00:00,1,0,0,1,10.66,15.15,41,0.0,9,42
2011-02-12 22:00:00,1,0,0,1,9.84,12.88,44,6.0032,6,39
2011-02-12 23:00:00,1,0,0,1,9.02,11.365,51,8.9981,1,31
2011-02-13 00:00:00,1,0,0,1,8.2,11.365,64,7.0015,5,34
2011-02-13 01:00:00,1,0,0,1,8.2,11.365,59,6.0032,1,23
2011-02-13 02:00:00,1,0,0,2,8.2,11.365,75,6.0032,1,19
2011-02-13 03:00:00,1,0,0,2,8.2,11.365,69,7.0015,4,8
2011-02-13 04:00:00,1,0,0,2,8.2,10.605,69,11.0014,0,2
2011-02-13 06:00:00,1,0,0,2,8.2,10.605,69,8.9981,2,3
2011-02-13 07:00:00,1,0,0,2,9.02,13.635,55,0.0,0,3
2011-02-13 08:00:00,1,0,0,2,9.02,11.365,64,12.998,1,11
2011-02-13 09:00:00,1,0,0,2,9.84,11.365,60,15.0013,12,35
2011-02-13 10:00:00,1,0,0,1,12.3,13.635,45,22.0028,19,86
2011-02-13 11:00:00,1,0,0,1,13.12,14.395,39,30.0026,26,86
2011-02-13 12:00:00,1,0,0,1,14.76,15.91,32,31.0009,58,94
2011-02-13 13:00:00,1,0,0,1,15.58,19.695,29,23.9994,62,92
2011-02-13 14:00:00,1,0,0,2,16.4,20.455,30,27.9993,51,110
2011-02-13 15:00:00,1,0,0,2,16.4,20.455,30,19.9995,40,122
2011-02-13 16:00:00,1,0,0,2,17.22,21.21,28,22.0028,28,106
2011-02-13 17:00:00,1,0,0,1,17.22,21.21,28,22.0028,30,95
2011-02-13 18:00:00,1,0,0,1,16.4,20.455,32,19.9995,17,78
2011-02-13 19:00:00,1,0,0,1,16.4,20.455,35,19.0012,11,50
2011-02-13 20:00:00,1,0,0,1,16.4,20.455,35,22.0028,15,32
2011-02-13 21:00:00,1,0,0,1,16.4,20.455,35,23.9994,6,45
2011-02-13 22:00:00,1,0,0,1,16.4,20.455,35,19.9995,5,31
2011-02-13 23:00:00,1,0,0,1,16.4,20.455,35,23.9994,3,27
2011-02-14 00:00:00,1,0,1,1,15.58,19.695,37,23.9994,3,8
2011-02-14 01:00:00,1,0,1,1,15.58,19.695,37,23.9994,1,6
2011-02-14 02:00:00,1,0,1,1,14.76,16.665,40,19.9995,0,2
2011-02-14 03:00:00,1,0,1,1,13.94,15.91,46,15.0013,1,1
2011-02-14 04:00:00,1,0,1,1,13.12,15.15,53,19.0012,0,2
2011-02-14 05:00:00,1,0,1,1,13.12,15.15,53,19.0012,0,3
2011-02-14 06:00:00,1,0,1,1,13.94,15.15,46,19.9995,1,25
2011-02-14 07:00:00,1,0,1,1,13.94,15.15,46,19.9995,2,96
2011-02-14 08:00:00,1,0,1,1,15.58,19.695,40,31.0009,7,249
2011-02-14 09:00:00,1,0,1,1,16.4,20.455,37,26.0027,8,122
2011-02-14 10:00:00,1,0,1,1,18.04,21.97,33,15.0013,9,46
2011-02-14 11:00:00,1,0,1,1,21.32,25.0,23,16.9979,10,43
2011-02-14 12:00:00,1,0,1,1,22.96,26.515,22,30.0026,27,99
2011-02-14 13:00:00,1,0,1,1,23.78,27.275,19,26.0027,27,93
2011-02-14 14:00:00,1,0,1,1,24.6,29.545,15,32.9975,14,76
2011-02-14 15:00:00,1,0,1,1,22.96,26.515,21,43.9989,19,71
2011-02-14 16:00:00,1,0,1,1,21.32,25.0,27,31.0009,16,102
2011-02-14 17:00:00,1,0,1,1,18.86,22.725,33,40.9973,25,218
2011-02-14 18:00:00,1,0,1,1,16.4,20.455,40,40.9973,11,194
2011-02-14 19:00:00,1,0,1,1,15.58,19.695,43,32.9975,12,86
2011-02-14 20:00:00,1,0,1,1,14.76,15.91,46,31.0009,5,65
2011-02-14 21:00:00,1,0,1,1,14.76,15.91,50,35.0008,8,35
2011-02-14 22:00:00,1,0,1,1,13.94,14.395,46,43.9989,1,44
2011-02-14 23:00:00,1,0,1,1,13.12,14.395,49,32.9975,1,19
