datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered
2011-02-04 11:00:00,1,0,1,1,9.02,11.365,51,11.0014,3,61
2011-02-04 12:00:00,1,0,1,2,9.84,12.12,48,11.0014,8,78
2011-02-04 13:00:00,1,0,1,2,10.66,12.88,50,15.0013,9,73
2011-02-04 14:00:00,1,0,1,2,11.48,13.635,45,11.0014,15,76
2011-02-04 15:00:00,1,0,1,2,11.48,13.635,48,16.9979,9,81
2011-02-04 16:00:00,1,0,1,2,12.3,14.395,42,15.0013,8,91
2011-02-04 17:00:00,1,0,1,2,10.66,13.635,56,8.9981,10,195
2011-02-04 18:00:00,1,0,1,2,9.84,12.88,60,7.0015,3,152
2011-02-04 19:00:00,1,0,1,2,9.84,12.12,65,8.9981,1,102
2011-02-04 20:00:00,1,0,1,2,9.84,12.12,65,11.0014,2,69
2011-02-04 21:00:00,1,0,1,2,9.84,12.12,70,11.0014,2,41
2011-02-04 22:00:00,1,0,1,2,9.84,12.12,65,11.0014,1,45
2011-02-04 23:00:00,1,0,1,2,9.84,12.12,70,8.9981,1,30
2011-02-05 00:00:00,1,0,0,2,9.84,12.12,70,11.0014,3,36
2011-02-05 01:00:00,1,0,0,2,9.84,12.12,65,11.0014,1,17
2011-02-05 02:00:00,1,0,0,2,9.84,12.12,75,11.0014,5,12
2011-02-05 03:00:00,1,0,0,2,9.84,12.12,75,11.0014,1,10
2011-02-05 04:00:00,1,0,0,3,9.02,11.365,93,8.9981,0,8
2011-02-05 05:00:00,1,0,0,3,8.2,11.365,100,6.0032,0,9
2011-02-05 06:00:00,1,0,0,3,8.2,12.88,100,0.0,0,4
2011-02-05 07:00:00,1,0,0,3,9.02,12.88,93,6.0032,0,4
2011-02-05 08:00:00,1,0,0,3,8.2,11.365,100,6.0032,0,10
2011-02-05 09:00:00,1,0,0,3,8.2,11.365,100,6.0032,3,17
2011-02-05 10:00:00,1,0,0,3,8.2,10.605,100,8.9981,3,31
2011-02-05 11:00:00,1,0,0,3,9.02,11.365,100,8.9981,1,46
2011-02-05 12:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,42
2011-02-05 13:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,62
2011-02-05 14:00:00,1,0,0,3,9.02,13.635,100,0.0,5,50
2011-02-05 15:00:00,1,0,0,3,9.02,13.635,100,0.0,11,49
2011-02-05 16:00:00,1,0,0,3,9.02,11.365,100,8.9981,8,63
2011-02-05 17:00:00,1,0,0,2,9.84,10.605,100,19.0012,14,64
2011-02-05 18:00:00,1,0,0,2,11.48,12.12,93,30.0026,2,81
2011-02-05 19:00:00,1,0,0,2,11.48,12.12,93,30.0026,6,78
2011-02-05 20:00:00,1,0,0,1,12.3,14.395,87,16.9979,5,64
2011-02-05 21:00:00,1,0,0,1,10.66,12.88,100,12.998,3,53
2011-02-05 22:00:00,1,0,0,1,10.66,13.635,93,8.9981,2,43
2011-02-05 23:00:00,1,0,0,1,10.66,12.88,93,15.0013,7,52
2011-02-06 00:00:00,1,0,0,1,10.66,12.88,70,12.998,2,37
2011-02-06 01:00:00,1,0,0,1,10.66,11.365,65,27.9993,4,40
2011-02-06 02:00:00,1,0,0,1,10.66,11.365,60,22.0028,0,20
2011-02-06 03:00:00,1,0,0,1,10.66,14.395,60,6.0032,3,10
2011-02-06 04:00:00,1,0,0,1,10.66,11.365,60,23.9994,0,2
2011-02-06 05:00:00,1,0,0,1,10.66,12.88,60,15.0013,0,1
2011-02-06 06:00:00,1,0,0,1,10.66,12.88,60,15.0013,0,1
2011-02-06 07:00:00,1,0,0,1,9.84,12.12,65,11.0014,0,8
2011-02-06 08:00:00,1,0,0,1,9.84,12.88,65,7.0015,2,21
2011-02-06 09:00:00,1,0,0,1,11.48,14.395,56,7.0015,7,38
2011-02-06 10:00:00,1,0,0,1,12.3,14.395,52,16.9979,15,74
2011-02-06 11:00:00,1,0,0,1,13.12,15.15,49,16.9979,28,89
2011-02-06 12:00:00,1,0,0,1,13.94,16.665,46,0.0,48,126
2011-02-06 13:00:00,1,0,0,1,13.94,18.18,46,0.0,47,135
2011-02-06 14:00:00,1,0,0,1,13.94,17.425,46,6.0032,47,114
2011-02-06 15:00:00,1,0,0,1,13.94,17.425,46,6.0032,52,130
2011-02-06 16:00:00,1,0,0,1,13.94,17.425,49,7.0015,42,115
2011-02-06 17:00:00,1,0,0,1,13.94,18.18,46,0.0,24,97
2011-02-06 18:00:00,1,0,0,1,12.3,15.15,56,11.0014,13,65
2011-02-06 19:00:00,1,0,0,1,11.48,14.395,61,8.9981,1,20
2011-02-06 20:00:00,1,0,0,1,11.48,14.395,61,7.0015,5,21
2011-02-06 21:00:00,1,0,0,1,10.66,15.15,60,0.0,5,22
2011-02-06 22:00:00,1,0,0,1,10.66,15.15,60,0.0,5,57
2011-02-06 23:00:00,1,0,0,1,9.84,14.395,65,0.0,4,26
2011-02-07 00:00:00,1,0,1,1,9.84,14.395,65,0.0,1,14
2011-02-07 01:00:00,1,0,1,1,9.02,13.635,75,0.0,1,4
2011-02-07 02:00:00,1,0,1,1,8.2,12.88,80,0.0,0,3
2011-02-07 03:00:00,1,0,1,1,8.2,12.88,86,0.0,0,1
2011-02-07 04:00:00,1,0,1,1,8.2,12.88,86,0.0,1,1
2011-02-07 05:00:00,1,0,1,1,8.2,12.88,86,0.0,1,9
2011-02-07 06:00:00,1,0,1,1,7.38,12.12,93,0.0,1,29
2011-02-07 07:00:00,1,0,1,1,7.38,12.12,86,0.0,6,89
2011-02-07 08:00:00,1,0,1,2,6.56,11.365,100,0.0,7,223
2011-02-07 09:00:00,1,0,1,1,9.02,13.635,80,0.0,3,115
2011-02-07 10:00:00,1,0,1,1,9.84,12.88,75,7.0015,6,49
2011-02-07 11:00:00,1,0,1,1,12.3,15.91,65,6.0032,11,36
2011-02-07 12:00:00,1,0,1,2,13.12,17.425,62,0.0,7,59
2011-02-07 13:00:00,1,0,1,2,14.76,18.18,57,6.0032,10,54
2011-02-07 14:00:00,1,0,1,2,14.76,18.18,57,6.0032,8,52
2011-02-07 15:00:00,1,0,1,2,15.58,19.695,54,6.0032,4,46
2011-02-07 16:00:00,1,0,1,2,14.76,17.425,57,8.9981,16,98
2011-02-07 17:00:00,1,0,1,2,13.12,15.91,70,11.0014,9,207
2011-02-07 18:00:00,1,0,1,2,13.94,16.665,66,8.9981,5,170
2011-02-07 19:00:00,1,0,1,2,13.12,17.425,70,0.0,5,123
2011-02-07 20:00:00,1,0,1,2,13.12,16.665,70,7.0015,6,82
2011-02-07 21:00:00,1,0,1,1,13.12,17.425,70,0.0,3,75
2011-02-07 22:00:00,1,0,1,1,11.48,15.15,81,6.0032,3,34
2011-02-07 23:00:00,1,0,1,2,12.3,16.665,81,0.0,6,19
