datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered
2011-02-16 05:00:00,1,0,1,1,8.2,9.85,47,12.998,0,5
2011-02-16 06:00:00,1,0,1,1,8.2,9.85,55,15.0013,1,32
2011-02-16 07:00:00,1,0,1,2,8.2,9.85,55,15.0013,5,103
2011-02-16 08:00:00,1,0,1,2,9.02,11.365,55,11.0014,6,224
2011-02-16 09:00:00,1,0,1,1,9.84,10.605,52,19.0012,2,122
2011-02-16 10:00:00,1,0,1,1,10.66,11.365,41,26.0027,14,55
2011-02-16 11:00:00,1,0,1,1,13.94,15.15,34,19.9995,7,59
2011-02-16 12:00:00,1,0,1,1,15.58,19.695,32,22.0028,14,72
2011-02-16 13:00:00,1,0,1,1,17.22,21.21,30,23.9994,13,80
2011-02-16 14:00:00,1,0,1,1,18.86,22.725,28,27.9993,17,65
2011-02-16 15:00:00,1,0,1,1,18.86,22.725,28,27.9993,35,82
2011-02-16 16:00:00,1,0,1,1,18.86,22.725,31,26.0027,26,96
2011-02-16 17:00:00,1,0,1,1,18.86,22.725,28,19.0012,11,244
2011-02-16 18:00:00,1,0,1,1,16.4,20.455,40,15.0013,20,202
2011-02-16 19:00:00,1,0,1,1,13.94,15.91,53,15.0013,18,143
2011-02-16 20:00:00,1,0,1,1,15.58,19.695,43,12.998,10,108
2011-02-16 21:00:00,1,0,1,1,14.76,17.425,46,12.998,5,87
2011-02-16 22:00:00,1,0,1,1,13.94,16.665,53,12.998,12,61
2011-02-16 23:00:00,1,0,1,1,15.58,19.695,40,15.0013,2,31
2011-02-17 00:00:00,1,0,1,1,13.94,16.665,53,12.998,1,16
2011-02-17 01:00:00,1,0,1,1,13.94,15.91,53,15.0013,0,6
2011-02-17 02:00:00,1,0,1,2,13.94,15.91,53,15.0013,2,4
2011-02-17 03:00:00,1,0,1,1,13.94,16.665,53,12.998,3,1
2011-02-17 04:00:00,1,0,1,1,13.12,15.91,57,12.998,3,1
2011-02-17 05:00:00,1,0,1,1,13.12,16.665,66,6.0032,1,11
2011-02-17 06:00:00,1,0,1,1,12.3,15.15,70,8.9981,3,44
2011-02-17 07:00:00,1,0,1,1,13.12,16.665,57,7.0015,7,119
2011-02-17 08:00:00,1,0,1,1,13.12,16.665,57,6.0032,18,267
2011-02-17 09:00:00,1,0,1,1,14.76,17.425,57,12.998,16,163
2011-02-17 10:00:00,1,0,1,1,15.58,19.695,54,12.998,18,70
2011-02-17 11:00:00,1,0,1,2,18.04,21.97,44,16.9979,19,71
2011-02-17 12:00:00,1,0,1,1,19.68,23.485,41,15.0013,15,86
2011-02-17 13:00:00,1,0,1,1,22.14,25.76,34,15.0013,15,108
2011-02-17 14:00:00,1,0,1,1,24.6,31.06,31,15.0013,26,55
2011-02-17 15:00:00,1,0,1,1,24.6,30.305,28,16.9979,15,91
2011-02-17 16:00:00,1,0,1,2,22.96,26.515,35,19.9995,29,117
2011-02-17 17:00:00,1,0,1,2,23.78,27.275,32,19.9995,18,256
2011-02-17 18:00:00,1,0,1,2,22.14,25.76,42,19.0012,11,211
2011-02-17 19:00:00,1,0,1,1,19.68,23.485,55,22.0028,14,161
2011-02-17 20:00:00,1,0,1,1,19.68,23.485,59,22.0028,8,131
2011-02-17 21:00:00,1,0,1,1,21.32,25.0,55,26.0027,5,119
2011-02-17 22:00:00,1,0,1,1,20.5,24.24,59,19.0012,8,68
2011-02-17 23:00:00,1,0,1,1,18.86,22.725,67,19.9995,4,40
2011-02-18 00:00:00,1,0,1,1,18.04,21.97,72,19.0012,12,20
2011-02-18 01:00:00,1,0,1,1,18.04,21.97,72,15.0013,1,7
2011-02-18 02:00:00,1,0,1,1,18.04,21.97,72,19.0012,2,5
2011-02-18 03:00:00,1,0,1,1,18.86,22.725,67,16.9979,2,6
2011-02-18 04:00:00,1,0,1,1,18.86,22.725,67,16.9979,0,1
2011-02-18 05:00:00,1,0,1,2,18.86,22.725,67,7.0015,1,6
2011-02-18 06:00:00,1,0,1,2,18.04,21.97,72,11.0014,2,48
2011-02-18 07:00:00,1,0,1,2,17.22,21.21,77,15.0013,8,108
2011-02-18 08:00:00,1,0,1,2,17.22,21.21,77,12.998,26,246
2011-02-18 09:00:00,1,0,1,2,17.22,21.21,77,12.998,15,154
2011-02-18 10:00:00,1,0,1,2,18.04,21.97,72,15.0013,17,78
2011-02-18 11:00:00,1,0,1,1,18.04,21.97,72,11.0014,31,82
2011-02-18 12:00:00,1,0,1,1,20.5,24.24,59,12.998,59,126
2011-02-18 13:00:00,1,0,1,1,24.6,31.06,43,12.998,45,131
2011-02-18 14:00:00,1,0,1,1,27.06,31.06,36,19.9995,73,118
2011-02-18 15:00:00,1,0,1,1,27.06,31.06,36,22.0028,55,117
2011-02-18 16:00:00,1,0,1,1,27.06,31.06,36,19.0012,68,164
2011-02-18 17:00:00,1,0,1,1,27.06,31.06,34,23.9994,52,275
2011-02-18 18:00:00,1,0,1,1,26.24,31.06,33,22.0028,29,195
2011-02-18 19:00:00,1,0,1,1,25.42,31.06,29,39.0007,16,146
2011-02-18 20:00:00,1,0,1,1,24.6,31.06,31,12.998,19,105
2011-02-18 21:00:00,1,0,1,1,23.78,27.275,21,32.9975,11,61
2011-02-18 22:00:00,1,0,1,1,22.14,25.76,10,16.9979,19,88
2011-02-18 23:00:00,1,0,1,1,21.32,25.0,8,19.0012,16,61
2011-02-19 00:00:00,1,0,0,1,19.68,23.485,12,32.9975,6,23
2011-02-19 01:00:00,1,0,0,1,18.86,22.725,14,27.9993,10,21
2011-02-19 02:00:00,1,0,0,1,18.04,21.97,13,26.0027,3,14
2011-02-19 03:00:00,1,0,0,1,17.22,21.21,14,19.9995,0,7
2011-02-19 04:00:00,1,0,0,1,16.4,20.455,15,22.0028,0,3
2011-02-19 05:00:00,1,0,0,1,16.4,20.455,15,22.0028,0,3
2011-02-19 06:00:00,1,0,0,1,16.4,20.455,17,27.9993,3,3
2011-02-19 07:00:00,1,0,0,1,15.58,19.695,17,35.0008,6,16
2011-02-19 08:00:00,1,0,0,1,15.58,19.695,17,39.0007,9,36
2011-02-19 09:00:00,1,0,0,1,16.4,20.455,16,43.9989,18,37
2011-02-19 10:00:00,1,0,0,1,17.22,21.21,16,39.0007,34,72
2011-02-19 11:00:00,1,0,0,1,18.04,21.97,16,39.0007,47,76
2011-02-19 12:00:00,1,0,0,1,18.04,21.97,18,32.9975,38,81
2011-02-19 13:00:00,1,0,0,1,18.04,21.97,16,40.9973,52,103
2011-02-19 14:00:00,1,0,0,1,18.86,22.725,15,43.9989,102,94
2011-02-19 15:00:00,1,0,0,1,18.04,21.97,16,50.0021,84,87
2011-02-19 16:00:00,1,0,0,1,18.04,21.97,16,43.0006,39,81
2011-02-19 17:00:00,1,0,0,1,17.22,21.21,19,40.9973,36,91
2011-02-19 18:00:00,1,0,0,1,14.76,15.91,25,30.0026,21,67
2011-02-19 19:00:00,1,0,0,1,13.94,15.15,29,23.9994,5,54
2011-02-19 20:00:00,1,0,0,1,13.12,14.395,28,35.0008,9,38
2011-02-19 21:00:00,1,0,0,1,13.12,13.635,26,36.9974,4,29
2011-02-19 22:00:00,1,0,0,1,12.3,12.88,28,32.9975,2,42
2011-02-19 23:00:00,1,0,0,1,11.48,12.12,33,30.0026,4,25
